"list","date","vendor","product","price","cat","subcat","feedback","from","to"
"2014-03-01__pwdEKC5u7v.html","2014-03-01","pdxblack","Low Price Special *1g Black Tar Heroin -Pure",0.21864231,"Drugs","Opioids","
    Feedbacks:
    
        
            
                
                    5/5
                    WOW I was very impressed with the stealth and the delivery time

Product 5/5

Price 5/5

Communication 5/5

Stealth 5/5
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Fast shipping. Good stealth. Excellent product. I FE'd based on his reviews. Satisfied customer.
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Fast shipping, bad ass stealth, legit product..this guy is the fucking best!
                    

                    0 days ago
                    anon  5.0/5, 6~10 deals
                
            
                
                    5/5
                    First Class got here faster than some vendors ""Priority."" Thanks!
                    

                    1 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    FE for pdxblack for being the man! Make some money off my coinzzz! My go to guy! Making the Dark Net proud! [Will Report Back A
                    

                    1 days ago
                    anon [0 deals]
                
            
                
                    0/5
                    terrible customer service, ripped off on extra shipping charge. will never use again. Product was so so
                    

                    1 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    ordered Sunday, product arrived Wednesday (priority) to NW. great transaction!
                    

                    2 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Fast shipping, great product.  All around great vendor!
                    

                    3 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Great shipping time good stealth good product nice deals.
only complaint is the name on the return address but thats not up to
                    

                    4 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Excellent product. Fast shipping. Vendor does what is said.
                    

                    5 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    FE per vendor request.
                    

                    5 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Order was very under wight. PDX said he would make it up in next order.
                    

                    6 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    5/5 all around.
                    

                    6 days ago
                    anon  ~5/5, 6~10 deals
                
            
                
                    5/5
                    Good stealth, good shipping time, and GREAT product!  A little over weight too.  Would do business again!
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Fast shipping. On point. Good stealth. Great communication. Good product! Great vendor.
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Just got home and found my pack from pdxblack, got a small sample and this dope is FIRE. Excellent quality from an excellent ve
                    

                    3 days ago
                    anon [0 deals]
                
            
                
                    0/5
                    Its not OBD BTH its gunpowder, very pissed, I could of got a gram of this same quality for %60 cheapier!!
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    
                    

                    4 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Good gear, fast shipping and great stealth.
                    

                    5 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    ★ Perfect transaction! Ordered late Wednesday night, order arrived Saturday (PST). Product is great, a bit of gunpowder and not
                    

                    6 days ago
                    anon [0 deals]
                
            
        
    
","
      USA
     ","USA
    "
"2014-03-01__Pwj7jwv77m.html","2014-03-01","tomsmith0626","XANAX 2MG - Qty 50",0.40362364,"Drugs","Benzos","
    Feedbacks:
    
        
            
                
                    5/5
                    very fast communication and ship excellent product and thanks for the extras. will be back!
                    

                    1 days ago
                    anon  ~5/5, 6~10 deals
                
            
        
    
","
      USA
     ","USA
    "
"2014-03-01__PWjSFTS5nf.html","2014-03-01","jackiestovalls","5g 4-MeO-PCP",0.67229602,"Drugs","Other","
    Feedbacks:
    No feedbacks found.
","
     China
     ","Worldwide
    "
"2014-03-01__PWMABaRiZt.html","2014-03-01","MrCronk","28g HIGHGRADE DUTCH VANILLA KUSH w NDD;)",0.69863676,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    great weed great price
                    

                    6 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    MrCronk always comes through with the goods, ordered from him on many occasions and never lets me down. This weed is fucking lo
                    

                    2 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    5/5 really good weed, even better if cheaper, but i'm more than happy with it! :D
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Top notch
                    

                    3 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Pro. As always.
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
     Undeclared;)
     ","Worldwide
    "
"2014-03-01__PWNTq4XXXN.html","2014-03-01","jerseycow","LSD MIX - SHIVA/RAMA/YODA/DALI (x25 of each) - 100x BLOTTERS 140ug SWISS",0.95778581,"Drugs","Psychedelics","
    Feedbacks:
    No feedbacks found.
","
      France
    
    ",NA
"2014-03-01__pwt3g162JN.html","2014-03-01","HouseofSpirit","Beatles (Dutch Silver-Grey) 110ug - 100 hits",0.98231827,"Drugs","Psychedelics","
    Feedbacks:
    
        
            
                
                    5/5
                    FE'd on large order; awesome comms, beautiful product, and amazing stealth! 5/5 all around, wonderful transaction. Thanks House!
                    

                    3 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      USA
    
    ",NA
"2014-03-01__pWtji1v7y0.html","2014-03-01","mushroomelves","Psilocybin subaeruginosa - 7 grams dried - High Quality Magic Mushies",0.24486654,"Drugs","Psychedelics","
    Feedbacks:
    
        
            
                
                    5/5
                    Fast and stealthy delivery, professional all the way.
                    

                    4 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    
                    

                    1 days ago
                    anon [0 deals]
                
            
        
    
","
      Australia
     ","Australia only
    "
"2014-03-01__PwTNsVF4yU.html","2014-03-01","NamesRango227","Pure Xanax Powder 1/4 gram",0.22522522,"Drugs","Benzos","
    Feedbacks:
    No feedbacks found.
","
      USA
    
    ",NA
"2014-03-01__PWuLPbKspd.html","2014-03-01","medibuds","Open Vape 1 gram cartridge (sativa) (approx 500 mg THC)",0.10672168,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","USA
    "
"2014-03-01__pWXXDcXh7o.html","2014-03-01","ESCROWed","OLD SKOOL  MITSUBISHI 20x 220Mg PILL",0.34806216,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      UK
    
    ",NA
"2014-03-01__pX0D10iZJi.html","2014-03-01","TheWeedGuru","Custom listing for RomperSt***Er",2.85540921,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
    
    
    ",NA
"2014-03-01__pxADzesMP6.html","2014-03-01","cyberzen","How to Make Her Want Anal Sex + Anal Sex Guide",0.01065719,"Information","eBooks","
    Feedbacks:
    No feedbacks found.
","
    
    
    ",NA
"2014-03-01__PXdKhN4fkc.html","2014-03-01","ColaMen","56 grams 2 OZ 88% High heat Bolivian Cocaine",5.56899462,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      Bolivia
     ","Worldwide
    "
